,Date,xrp Price
0,2017-12-15 00:00:00+00:00,0.8446363590749548
1,2017-12-15 01:00:00+00:00,0.7442779856621696
2,2017-12-15 02:00:00+00:00,0.708237707567157
3,2017-12-15 03:00:00+00:00,0.6863327187733271
4,2017-12-15 04:00:00+00:00,0.7347133541007659
5,2017-12-15 05:00:00+00:00,0.7337415787423817
6,2017-12-15 06:00:00+00:00,0.7279668586406778
7,2017-12-15 07:00:00+00:00,0.8050663800915665
8,2017-12-15 08:00:00+00:00,0.7854269446516489
9,2017-12-15 09:00:00+00:00,0.7553801288637177
10,2017-12-15 10:00:00+00:00,0.7448392255804701
11,2017-12-15 11:00:00+00:00,0.7368678321269039
12,2017-12-15 12:00:00+00:00,0.7377975914796685
13,2017-12-15 13:00:00+00:00,0.7688221179309024
14,2017-12-15 14:00:00+00:00,0.7554712674068182
15,2017-12-15 15:00:00+00:00,0.813706993277234
16,2017-12-15 16:00:00+00:00,0.7911004586396815
17,2017-12-15 17:00:00+00:00,0.7682721837103099
18,2017-12-15 18:00:00+00:00,0.7615947103532267
19,2017-12-15 19:00:00+00:00,0.7415414959487339
20,2017-12-15 20:00:00+00:00,0.7423105826509689
21,2017-12-15 21:00:00+00:00,0.7775061863290575
22,2017-12-15 22:00:00+00:00,0.7543529183984925
23,2017-12-15 23:00:00+00:00,0.7400247476063535
24,2017-12-16 00:00:00+00:00,0.7358425957916794
25,2017-12-16 01:00:00+00:00,0.7367323027116388
26,2017-12-16 02:00:00+00:00,0.7591466220191433
27,2017-12-16 03:00:00+00:00,0.7504919249047872
28,2017-12-16 04:00:00+00:00,0.740866812712474
29,2017-12-16 05:00:00+00:00,0.7517342214153173
30,2017-12-16 06:00:00+00:00,0.7581726706270748
31,2017-12-16 07:00:00+00:00,0.7500997324718067
32,2017-12-16 08:00:00+00:00,0.7435885815092628
33,2017-12-16 09:00:00+00:00,0.751630676189766
34,2017-12-16 10:00:00+00:00,0.7503246189572499
35,2017-12-16 11:00:00+00:00,0.7949488792866215
36,2017-12-16 12:00:00+00:00,0.7725257903093998
37,2017-12-16 13:00:00+00:00,0.7745204100696802
38,2017-12-16 14:00:00+00:00,0.7602000992534699
39,2017-12-16 15:00:00+00:00,0.7569707490885854
40,2017-12-16 16:00:00+00:00,0.7367624849724751
41,2017-12-16 17:00:00+00:00,0.7465222602200575
42,2017-12-16 18:00:00+00:00,0.75
43,2017-12-16 19:00:00+00:00,0.7485859943790348
44,2017-12-16 20:00:00+00:00,0.7220462974090361
45,2017-12-16 21:00:00+00:00,0.738334700609838
46,2017-12-16 22:00:00+00:00,0.7447921419195775
47,2017-12-16 23:00:00+00:00,0.7319830996302958
48,2017-12-17 00:00:00+00:00,0.7399539634970179
49,2017-12-17 01:00:00+00:00,0.7469213687648094
50,2017-12-17 02:00:00+00:00,0.7492236003900115
51,2017-12-17 03:00:00+00:00,0.7405850640044871
52,2017-12-17 04:00:00+00:00,0.7335663196304675
53,2017-12-17 05:00:00+00:00,0.738509849994452
54,2017-12-17 06:00:00+00:00,0.7419058709489742
55,2017-12-17 07:00:00+00:00,0.7387759354220828
56,2017-12-17 08:00:00+00:00,0.7353130053281572
57,2017-12-17 09:00:00+00:00,0.7329346180273775
58,2017-12-17 10:00:00+00:00,0.7322745072870851
59,2017-12-17 11:00:00+00:00,0.7321578628465503
60,2017-12-17 12:00:00+00:00,0.7259287702732314
61,2017-12-17 13:00:00+00:00,0.7142223770654833
62,2017-12-17 14:00:00+00:00,0.7095612960690111
63,2017-12-17 15:00:00+00:00,0.7167309433441411
64,2017-12-17 16:00:00+00:00,0.7277975070045752
65,2017-12-17 17:00:00+00:00,0.7132296225934889
66,2017-12-17 18:00:00+00:00,0.7074878639666681
67,2017-12-17 19:00:00+00:00,0.7161356351447888
68,2017-12-17 20:00:00+00:00,0.7161296807162606
69,2017-12-17 21:00:00+00:00,0.7190730311907867
70,2017-12-17 22:00:00+00:00,0.7238435502218415
71,2017-12-17 23:00:00+00:00,0.71762102880494
72,2017-12-18 00:00:00+00:00,0.709799999999999
74,2017-12-18 01:00:00+00:00,0.673475850556252
75,2017-12-18 02:00:00+00:00,0.6799958969622677
76,2017-12-18 03:00:00+00:00,0.6781586286151259
77,2017-12-18 04:00:00+00:00,0.6913703935538147
78,2017-12-18 05:00:00+00:00,0.68977539326253
79,2017-12-18 06:00:00+00:00,0.7003820093030375
80,2017-12-18 07:00:00+00:00,0.7135034638017849
81,2017-12-18 08:00:00+00:00,0.7012227639728316
82,2017-12-18 09:00:00+00:00,0.7390980564681138
83,2017-12-18 10:00:00+00:00,0.7300998129035308
84,2017-12-18 11:00:00+00:00,0.7306407515817612
85,2017-12-18 12:00:00+00:00,0.7409642303620345
86,2017-12-18 13:00:00+00:00,0.7285137573013507
87,2017-12-18 14:00:00+00:00,0.7179988536991285
88,2017-12-18 15:00:00+00:00,0.71452299676965
89,2017-12-18 16:00:00+00:00,0.7197424984633715
90,2017-12-18 17:00:00+00:00,0.7147705772185813
91,2017-12-18 18:00:00+00:00,0.720260448961566
92,2017-12-18 19:00:00+00:00,0.721999999999999
93,2017-12-18 20:00:00+00:00,0.7467905709774754
94,2017-12-18 21:00:00+00:00,0.76
95,2017-12-18 22:00:00+00:00,0.7666088878692576
96,2017-12-18 23:00:00+00:00,0.7525963595624969
97,2017-12-19 00:00:00+00:00,0.7588477525524424
98,2017-12-19 01:00:00+00:00,0.7515109186453904
99,2017-12-19 02:00:00+00:00,0.7867301797002473
100,2017-12-19 03:00:00+00:00,0.7744647981680283
101,2017-12-19 04:00:00+00:00,0.7942224995967796
102,2017-12-19 05:00:00+00:00,0.8088446778114327
103,2017-12-19 06:00:00+00:00,0.8332389268376513
104,2017-12-19 07:00:00+00:00,0.8052984776406739
105,2017-12-19 08:00:00+00:00,0.7943118109340846
106,2017-12-19 09:00:00+00:00,0.8009922201610595
107,2017-12-19 10:00:00+00:00,0.7752612858989667
108,2017-12-19 11:00:00+00:00,0.7499998831171817
109,2017-12-19 12:00:00+00:00,0.7366057804306276
110,2017-12-19 13:00:00+00:00,0.7566153193110083
111,2017-12-19 14:00:00+00:00,0.7658115393019027
112,2017-12-19 15:00:00+00:00,0.7703390500573994
