,Date,ETH Price
0,2017-12-15 00:00:00+00:00,693.7054526516328
1,2017-12-15 01:00:00+00:00,666.7051658680183
2,2017-12-15 02:00:00+00:00,650.4428696238298
3,2017-12-15 03:00:00+00:00,635.9089311204298
4,2017-12-15 04:00:00+00:00,657.2100593699606
5,2017-12-15 05:00:00+00:00,653.1471550685558
6,2017-12-15 06:00:00+00:00,656.7826846687116
7,2017-12-15 07:00:00+00:00,659.886749791494
8,2017-12-15 08:00:00+00:00,654.8446148038217
9,2017-12-15 09:00:00+00:00,658.5543273407727
10,2017-12-15 10:00:00+00:00,636.6704626078861
11,2017-12-15 11:00:00+00:00,650.6283352460229
12,2017-12-15 12:00:00+00:00,649.597426197732
13,2017-12-15 13:00:00+00:00,655.0752082546313
14,2017-12-15 14:00:00+00:00,673.1579390773452
15,2017-12-15 15:00:00+00:00,678.3359189407279
16,2017-12-15 16:00:00+00:00,689.9481253648092
17,2017-12-15 17:00:00+00:00,686.4239985800307
18,2017-12-15 18:00:00+00:00,690.2581102291185
19,2017-12-15 19:00:00+00:00,683.3854342064731
20,2017-12-15 20:00:00+00:00,680.9110823406322
21,2017-12-15 21:00:00+00:00,684.3446148849221
22,2017-12-15 22:00:00+00:00,685.3273415217566
23,2017-12-15 23:00:00+00:00,689.9632857374479
24,2017-12-16 00:00:00+00:00,691.852375683093
25,2017-12-16 01:00:00+00:00,691.6597513187205
26,2017-12-16 02:00:00+00:00,711.2459268785171
27,2017-12-16 03:00:00+00:00,709.3470267200871
28,2017-12-16 04:00:00+00:00,693.0023811931219
29,2017-12-16 05:00:00+00:00,700.527119599723
30,2017-12-16 06:00:00+00:00,703.1071692518984
31,2017-12-16 07:00:00+00:00,686.4234176047945
32,2017-12-16 08:00:00+00:00,690.4913632436327
33,2017-12-16 09:00:00+00:00,689.6109382675047
34,2017-12-16 10:00:00+00:00,702.3149048672602
35,2017-12-16 11:00:00+00:00,693.8466821586961
36,2017-12-16 12:00:00+00:00,700.3647891169642
37,2017-12-16 13:00:00+00:00,704.5746490922621
38,2017-12-16 14:00:00+00:00,692.3373378509158
39,2017-12-16 15:00:00+00:00,691.5949285769565
40,2017-12-16 16:00:00+00:00,679.167699278996
41,2017-12-16 17:00:00+00:00,687.7756712545302
42,2017-12-16 18:00:00+00:00,694.1848758988946
43,2017-12-16 19:00:00+00:00,688.4277088875465
44,2017-12-16 20:00:00+00:00,677.7016237378183
45,2017-12-16 21:00:00+00:00,693.5976171406182
46,2017-12-16 22:00:00+00:00,692.6096754748539
47,2017-12-16 23:00:00+00:00,686.3084683821521
48,2017-12-17 00:00:00+00:00,699.8505392939977
49,2017-12-17 01:00:00+00:00,713.3335423030817
50,2017-12-17 02:00:00+00:00,710.3087266425017
51,2017-12-17 03:00:00+00:00,711.642152169193
52,2017-12-17 04:00:00+00:00,721.5997128522109
53,2017-12-17 05:00:00+00:00,721.503327084574
54,2017-12-17 06:00:00+00:00,723.4942732472418
55,2017-12-17 07:00:00+00:00,719.2274863060485
56,2017-12-17 08:00:00+00:00,715.1061033788935
57,2017-12-17 09:00:00+00:00,716.8110572188748
58,2017-12-17 10:00:00+00:00,714.1316338441702
59,2017-12-17 11:00:00+00:00,717.3528015270323
60,2017-12-17 12:00:00+00:00,722.8540504185504
61,2017-12-17 13:00:00+00:00,710.9703157188138
62,2017-12-17 14:00:00+00:00,719.0165528284782
63,2017-12-17 15:00:00+00:00,711.5234773547895
64,2017-12-17 16:00:00+00:00,719.7152713817193
65,2017-12-17 17:00:00+00:00,720.2355013853423
66,2017-12-17 18:00:00+00:00,706.3817158265413
67,2017-12-17 19:00:00+00:00,727.8622913724605
68,2017-12-17 20:00:00+00:00,716.5113825276956
69,2017-12-17 21:00:00+00:00,729.7198957971815
70,2017-12-17 22:00:00+00:00,745.6595201791624
71,2017-12-17 23:00:00+00:00,737.4864345502834
72,2017-12-18 00:00:00+00:00,729.6226567775211
73,2017-12-18 00:00:00+00:00,729.6226567775211
74,2017-12-18 01:00:00+00:00,696.8632790608555
75,2017-12-18 02:00:00+00:00,702.8582916441441
76,2017-12-18 03:00:00+00:00,703.0279586807154
77,2017-12-18 04:00:00+00:00,714.3415216408221
78,2017-12-18 05:00:00+00:00,711.1047164704939
79,2017-12-18 06:00:00+00:00,710.9092849106823
80,2017-12-18 07:00:00+00:00,717.4994857873523
81,2017-12-18 08:00:00+00:00,712.4943403022825
82,2017-12-18 09:00:00+00:00,717.8124140498903
83,2017-12-18 10:00:00+00:00,720.5592915575347
84,2017-12-18 11:00:00+00:00,721.0269732657741
85,2017-12-18 12:00:00+00:00,738.6493102293844
86,2017-12-18 13:00:00+00:00,733.5223506886866
87,2017-12-18 14:00:00+00:00,727.478935832288
88,2017-12-18 15:00:00+00:00,725.6360481076958
89,2017-12-18 16:00:00+00:00,731.5583453121296
90,2017-12-18 17:00:00+00:00,736.5520041976451
91,2017-12-18 18:00:00+00:00,733.8939425756818
92,2017-12-18 19:00:00+00:00,754.9407287621387
93,2017-12-18 20:00:00+00:00,769.8311372110237
94,2017-12-18 21:00:00+00:00,773.2920403736836
95,2017-12-18 22:00:00+00:00,793.8338330885231
96,2017-12-18 23:00:00+00:00,782.7086113144364
97,2017-12-19 00:00:00+00:00,785.8497291455263
98,2017-12-19 01:00:00+00:00,781.5979139997747
99,2017-12-19 02:00:00+00:00,797.7767857074311
100,2017-12-19 03:00:00+00:00,815.4660198566814
101,2017-12-19 04:00:00+00:00,812.0117876841716
102,2017-12-19 05:00:00+00:00,818.5195219009604
103,2017-12-19 06:00:00+00:00,832.1688575082209
104,2017-12-19 07:00:00+00:00,840.9639836801083
105,2017-12-19 08:00:00+00:00,840.9467259199803
106,2017-12-19 09:00:00+00:00,857.931624337566
107,2017-12-19 10:00:00+00:00,854.5764485735777
108,2017-12-19 11:00:00+00:00,809.2787817901616
109,2017-12-19 12:00:00+00:00,802.4935102612279
110,2017-12-19 13:00:00+00:00,820.1026316595076
111,2017-12-19 14:00:00+00:00,847.2351880797644
112,2017-12-19 15:00:00+00:00,832.8906709737782
113,2017-12-19 16:00:00+00:00,829.934727958759
114,2017-12-19 17:00:00+00:00,834.9786322255609
115,2017-12-19 18:00:00+00:00,840.132568140063
116,2017-12-19 19:00:00+00:00,843.9008429463161
117,2017-12-19 20:00:00+00:00,830.972423491507
118,2017-12-19 21:00:00+00:00,825.2461034248678
119,2017-12-19 22:00:00+00:00,775.4832382441932
120,2017-12-19 23:00:00+00:00,809.2356947984888
121,2017-12-20 00:00:00+00:00,824.2608266200344
122,2017-12-20 01:00:00+00:00,778.3201888753878
123,2017-12-20 02:00:00+00:00,770.2800991509222
124,2017-12-20 03:00:00+00:00,800.5855991289387
125,2017-12-20 04:00:00+00:00,795.5462050696485
126,2017-12-20 05:00:00+00:00,788.2908610718251
127,2017-12-20 06:00:00+00:00,776.5500621312717
128,2017-12-20 07:00:00+00:00,772.6737070316647
129,2017-12-20 08:00:00+00:00,774.5238646812127
130,2017-12-20 09:00:00+00:00,801.108237993531
131,2017-12-20 10:00:00+00:00,800.3157831100503
132,2017-12-20 11:00:00+00:00,809.5937096189009
133,2017-12-20 12:00:00+00:00,814.4639670209824
134,2017-12-20 13:00:00+00:00,828.4813131677213
135,2017-12-20 14:00:00+00:00,804.7442399817668
136,2017-12-20 15:00:00+00:00,816.5881559443313
137,2017-12-20 16:00:00+00:00,793.5160588660257
138,2017-12-20 17:00:00+00:00,785.1346776386607
139,2017-12-20 18:00:00+00:00,805.5115420955154
140,2017-12-20 19:00:00+00:00,806.8109275876352
141,2017-12-20 20:00:00+00:00,810.5553732384645
142,2017-12-20 21:00:00+00:00,807.0412747872584
143,2017-12-20 22:00:00+00:00,790.8521057522593
144,2017-12-20 23:00:00+00:00,790.0000840320181
145,2017-12-21 00:00:00+00:00,802.5102188165922
146,2017-12-21 00:00:00+00:00,802.5102188165922
147,2017-12-21 01:00:00+00:00,805.0399768526734
148,2017-12-21 02:00:00+00:00,800.9138908808341
149,2017-12-21 03:00:00+00:00,799.6618207438628
150,2017-12-21 04:00:00+00:00,814.4628712727041
151,2017-12-21 05:00:00+00:00,834.1971937958856
152,2017-12-21 06:00:00+00:00,826.2309814364929
153,2017-12-21 07:00:00+00:00,838.9838314056789
154,2017-12-21 08:00:00+00:00,836.1025475264369
155,2017-12-21 09:00:00+00:00,831.1022579819746
156,2017-12-21 10:00:00+00:00,830.8372356315875
157,2017-12-21 11:00:00+00:00,828.3692185478862
158,2017-12-21 12:00:00+00:00,834.6517527117094
159,2017-12-21 13:00:00+00:00,833.9905678330259
160,2017-12-21 14:00:00+00:00,813.496362525315
161,2017-12-21 15:00:00+00:00,804.0860362198495
162,2017-12-21 16:00:00+00:00,775.1849581177825
163,2017-12-21 17:00:00+00:00,784.9544089316469
164,2017-12-21 18:00:00+00:00,774.3727910058178
165,2017-12-21 19:00:00+00:00,791.3595682649711
166,2017-12-21 20:00:00+00:00,776.9811337314529
167,2017-12-21 21:00:00+00:00,764.733560556793
168,2017-12-21 22:00:00+00:00,785.1085798126327
169,2017-12-21 23:00:00+00:00,791.4566769535643
170,2017-12-22 00:00:00+00:00,783.1025580985042
171,2017-12-22 01:00:00+00:00,772.4123677429491
172,2017-12-22 02:00:00+00:00,749.9213757479774
173,2017-12-22 03:00:00+00:00,717.1024447361463
174,2017-12-22 04:00:00+00:00,686.312318229744
175,2017-12-22 05:00:00+00:00,732.8785920031797
176,2017-12-22 06:00:00+00:00,700.1891481261509
177,2017-12-22 07:00:00+00:00,666.6791145580257
178,2017-12-22 08:00:00+00:00,645.3347966241647
179,2017-12-22 09:00:00+00:00,647.0173829789284
180,2017-12-22 10:00:00+00:00,681.9903033362223
181,2017-12-22 11:00:00+00:00,683.5233494075181
182,2017-12-22 12:00:00+00:00,666.9328072786793
