,file_name,risk_measure,OHR,copula
0,97.csv,Variance,0.7987304687499998,Gaussian
1,97.csv,ERM k=10,0.7877929687499998,Gaussian
2,97.csv,ES q=0.01,0.7958007812499999,Gaussian
3,97.csv,ES q=0.05,0.7982421874999999,Gaussian
4,97.csv,VaR q=0.01,0.7820312499999997,Gaussian
5,97.csv,VaR q=0.05,0.8025390625,Gaussian
6,83.csv,Variance,0.7311523437499997,Gaussian
7,83.csv,ERM k=10,0.7187499999999998,Gaussian
8,83.csv,ES q=0.01,0.7362304687499998,Gaussian
9,83.csv,ES q=0.05,0.7372070312499999,Gaussian
10,83.csv,VaR q=0.01,0.7701171874999999,Gaussian
11,83.csv,VaR q=0.05,0.7133789062499998,Gaussian
12,68.csv,Variance,0.7309570312499998,Gaussian
13,68.csv,ERM k=10,0.7144531249999997,Gaussian
14,68.csv,ES q=0.01,0.6966796874999996,Gaussian
15,68.csv,ES q=0.05,0.7270507812499998,Gaussian
16,68.csv,VaR q=0.01,0.7590820312499997,Gaussian
17,68.csv,VaR q=0.05,0.7217773437499998,Gaussian
18,6.csv,Variance,0.9047851562499999,Gaussian
19,6.csv,ERM k=10,0.8851562499999999,Gaussian
20,6.csv,ES q=0.01,1.0533203125000001,Gaussian
21,6.csv,ES q=0.05,0.9408203124999999,Gaussian
22,6.csv,VaR q=0.01,0.93076171875,Gaussian
23,6.csv,VaR q=0.05,0.840234375,Gaussian
24,54.csv,Variance,0.7683593749999998,Gaussian
25,54.csv,ERM k=10,0.7566406249999997,Gaussian
26,54.csv,ES q=0.01,0.7941406249999998,Gaussian
27,54.csv,ES q=0.05,0.7774414062499998,Gaussian
28,54.csv,VaR q=0.01,0.7813476562499997,Gaussian
29,54.csv,VaR q=0.05,0.6771484374999996,Gaussian
30,40.csv,Variance,0.7361328124999997,Gaussian
31,40.csv,ERM k=10,0.7628906249999997,Gaussian
32,40.csv,ES q=0.01,0.8256835937499999,Gaussian
33,40.csv,ES q=0.05,0.7846679687499998,Gaussian
34,40.csv,VaR q=0.01,0.8027343749999999,Gaussian
35,40.csv,VaR q=0.05,0.6875976562499998,Gaussian
36,41.csv,Variance,0.7668945312499998,Gaussian
37,41.csv,ERM k=10,0.7886718749999999,Gaussian
38,41.csv,ES q=0.01,0.8666992187499999,Gaussian
39,41.csv,ES q=0.05,0.8126953124999998,Gaussian
40,41.csv,VaR q=0.01,0.8282226562499997,Gaussian
41,41.csv,VaR q=0.05,0.7344726562499997,Gaussian
42,7.csv,Variance,0.9254882812499998,Gaussian
43,7.csv,ERM k=10,0.9111328124999998,Gaussian
44,7.csv,ES q=0.01,1.0781250000000002,Gaussian
45,7.csv,ES q=0.05,0.9634765624999999,Gaussian
46,7.csv,VaR q=0.01,0.95,Gaussian
47,7.csv,VaR q=0.05,0.8593749999999998,Gaussian
48,55.csv,Variance,0.7825195312499998,Gaussian
49,55.csv,ERM k=10,0.7785156249999997,Gaussian
50,55.csv,ES q=0.01,0.8216796874999999,Gaussian
51,55.csv,ES q=0.05,0.7962890624999999,Gaussian
52,55.csv,VaR q=0.01,0.7883789062499998,Gaussian
53,55.csv,VaR q=0.05,0.7225585937499996,Gaussian
54,69.csv,Variance,0.7079101562499998,Gaussian
55,69.csv,ERM k=10,0.6867187499999998,Gaussian
56,69.csv,ES q=0.01,0.6562499999999997,Gaussian
57,69.csv,ES q=0.05,0.6940429687499997,Gaussian
58,69.csv,VaR q=0.01,0.6968749999999997,Gaussian
59,69.csv,VaR q=0.05,0.6895507812499998,Gaussian
60,82.csv,Variance,0.7224609374999997,Gaussian
61,82.csv,ERM k=10,0.7274414062499998,Gaussian
62,82.csv,ES q=0.01,0.7345703124999998,Gaussian
63,82.csv,ES q=0.05,0.7435546874999999,Gaussian
64,82.csv,VaR q=0.01,0.7772460937499998,Gaussian
65,82.csv,VaR q=0.05,0.7313476562499998,Gaussian
66,96.csv,Variance,0.8041015624999999,Gaussian
67,96.csv,ERM k=10,0.7850585937499998,Gaussian
68,96.csv,ES q=0.01,0.7869140625,Gaussian
69,96.csv,ES q=0.05,0.7919921874999998,Gaussian
70,96.csv,VaR q=0.01,0.7839843749999998,Gaussian
71,96.csv,VaR q=0.05,0.8078124999999998,Gaussian
72,80.csv,Variance,0.7312499999999997,Gaussian
73,80.csv,ERM k=10,0.7353515624999998,Gaussian
74,80.csv,ES q=0.01,0.7465820312499998,Gaussian
75,80.csv,ES q=0.05,0.7521484374999998,Gaussian
76,80.csv,VaR q=0.01,0.7882812499999999,Gaussian
77,80.csv,VaR q=0.05,0.7365234374999998,Gaussian
78,94.csv,Variance,0.7421874999999998,Gaussian
79,94.csv,ERM k=10,0.7443359374999998,Gaussian
80,94.csv,ES q=0.01,0.7602539062499997,Gaussian
81,94.csv,ES q=0.05,0.7600585937499996,Gaussian
82,94.csv,VaR q=0.01,0.7757812499999996,Gaussian
83,94.csv,VaR q=0.05,0.7575195312499999,Gaussian
84,43.csv,Variance,0.7541992187499997,Gaussian
85,43.csv,ERM k=10,0.7678710937499998,Gaussian
86,43.csv,ES q=0.01,0.7918945312499999,Gaussian
87,43.csv,ES q=0.05,0.7836914062499999,Gaussian
88,43.csv,VaR q=0.01,0.7871093749999998,Gaussian
89,43.csv,VaR q=0.05,0.7186523437499998,Gaussian
90,57.csv,Variance,0.7531249999999998,Gaussian
91,57.csv,ERM k=10,0.7366210937499998,Gaussian
92,57.csv,ES q=0.01,0.7814453124999998,Gaussian
93,57.csv,ES q=0.05,0.7611328124999996,Gaussian
94,57.csv,VaR q=0.01,0.7661132812499998,Gaussian
95,57.csv,VaR q=0.05,0.6602539062499996,Gaussian
96,5.csv,Variance,0.9155273437499999,Gaussian
97,5.csv,ERM k=10,0.8973632812499999,Gaussian
98,5.csv,ES q=0.01,1.0742187500000002,Gaussian
99,5.csv,ES q=0.05,0.95693359375,Gaussian
100,5.csv,VaR q=0.01,0.9511718749999999,Gaussian
101,5.csv,VaR q=0.05,0.8467773437499999,Gaussian
102,56.csv,Variance,0.7603515624999997,Gaussian
103,56.csv,ERM k=10,0.7471679687499997,Gaussian
104,56.csv,ES q=0.01,0.7886718749999999,Gaussian
105,56.csv,ES q=0.05,0.7685546874999998,Gaussian
106,56.csv,VaR q=0.01,0.7757812499999999,Gaussian
107,56.csv,VaR q=0.05,0.6779296874999996,Gaussian
108,4.csv,Variance,0.9284179687499998,Gaussian
109,4.csv,ERM k=10,0.9043945312499999,Gaussian
110,4.csv,ES q=0.01,1.0906250000000002,Gaussian
111,4.csv,ES q=0.05,0.96767578125,Gaussian
112,4.csv,VaR q=0.01,0.9626953125,Gaussian
113,4.csv,VaR q=0.05,0.8596679687499997,Gaussian
114,42.csv,Variance,0.7581054687499997,Gaussian
115,42.csv,ERM k=10,0.7646484374999998,Gaussian
116,42.csv,ES q=0.01,0.7872070312499999,Gaussian
117,42.csv,ES q=0.05,0.7825195312499998,Gaussian
118,42.csv,VaR q=0.01,0.7859374999999998,Gaussian
119,42.csv,VaR q=0.05,0.7371093749999998,Gaussian
120,95.csv,Variance,0.7891601562499999,Gaussian
121,95.csv,ERM k=10,0.7649414062499998,Gaussian
122,95.csv,ES q=0.01,0.7597656249999997,Gaussian
123,95.csv,ES q=0.05,0.7683593749999998,Gaussian
124,95.csv,VaR q=0.01,0.7691406249999998,Gaussian
125,95.csv,VaR q=0.05,0.79375,Gaussian
126,81.csv,Variance,0.7270507812499998,Gaussian
127,81.csv,ERM k=10,0.7301757812499997,Gaussian
128,81.csv,ES q=0.01,0.7341796874999997,Gaussian
129,81.csv,ES q=0.05,0.7449218749999998,Gaussian
130,81.csv,VaR q=0.01,0.7751953124999997,Gaussian
131,81.csv,VaR q=0.05,0.7382812499999998,Gaussian
132,85.csv,Variance,0.7535156249999998,Gaussian
133,85.csv,ERM k=10,0.7409179687499998,Gaussian
134,85.csv,ES q=0.01,0.7608398437499997,Gaussian
135,85.csv,ES q=0.05,0.7541992187499997,Gaussian
136,85.csv,VaR q=0.01,0.7593749999999997,Gaussian
137,85.csv,VaR q=0.05,0.7357421874999999,Gaussian
138,91.csv,Variance,0.7335937499999998,Gaussian
139,91.csv,ERM k=10,0.7383789062499998,Gaussian
140,91.csv,ES q=0.01,0.7543945312499998,Gaussian
141,91.csv,ES q=0.05,0.7594726562499997,Gaussian
142,91.csv,VaR q=0.01,0.7875976562499999,Gaussian
143,91.csv,VaR q=0.05,0.7331054687499997,Gaussian
144,46.csv,Variance,0.7548828124999998,Gaussian
145,46.csv,ERM k=10,0.7676757812499998,Gaussian
146,46.csv,ES q=0.01,0.7723632812499999,Gaussian
147,46.csv,ES q=0.05,0.7792968749999998,Gaussian
148,46.csv,VaR q=0.01,0.790625,Gaussian
149,46.csv,VaR q=0.05,0.8041992187500001,Gaussian
150,0.csv,Variance,0.9146484374999999,Gaussian
151,0.csv,ERM k=10,0.9136718749999999,Gaussian
152,0.csv,ES q=0.01,1.0757812500000001,Gaussian
153,0.csv,ES q=0.05,0.9833984375,Gaussian
154,0.csv,VaR q=0.01,0.9957031249999999,Gaussian
155,0.csv,VaR q=0.05,0.8626953124999999,Gaussian
156,52.csv,Variance,0.7506835937499997,Gaussian
157,52.csv,ERM k=10,0.7520507812499998,Gaussian
158,52.csv,ES q=0.01,0.7848632812499998,Gaussian
159,52.csv,ES q=0.05,0.7722656249999998,Gaussian
160,52.csv,VaR q=0.01,0.7791015624999997,Gaussian
161,52.csv,VaR q=0.05,0.6935546874999998,Gaussian
162,1.csv,Variance,0.9229492187499999,Gaussian
163,1.csv,ERM k=10,0.9206054687499999,Gaussian
164,1.csv,ES q=0.01,1.0970703125,Gaussian
165,1.csv,ES q=0.05,0.9971679687499999,Gaussian
166,1.csv,VaR q=0.01,1.02109375,Gaussian
167,1.csv,VaR q=0.05,0.8611328124999997,Gaussian
168,53.csv,Variance,0.7628906249999997,Gaussian
169,53.csv,ERM k=10,0.7523437499999999,Gaussian
170,53.csv,ES q=0.01,0.7808593749999998,Gaussian
171,53.csv,ES q=0.05,0.7694335937499998,Gaussian
172,53.csv,VaR q=0.01,0.7737304687499997,Gaussian
173,53.csv,VaR q=0.05,0.7012695312499998,Gaussian
174,47.csv,Variance,0.7806640624999999,Gaussian
175,47.csv,ERM k=10,0.7811523437499998,Gaussian
176,47.csv,ES q=0.01,0.8084960937499998,Gaussian
177,47.csv,ES q=0.05,0.7977539062499998,Gaussian
178,47.csv,VaR q=0.01,0.8099609374999999,Gaussian
179,47.csv,VaR q=0.05,0.7835937499999999,Gaussian
180,90.csv,Variance,0.7245117187499998,Gaussian
181,90.csv,ERM k=10,0.7234374999999997,Gaussian
182,90.csv,ES q=0.01,0.7304687499999998,Gaussian
183,90.csv,ES q=0.05,0.7434570312499998,Gaussian
184,90.csv,VaR q=0.01,0.7769531249999998,Gaussian
185,90.csv,VaR q=0.05,0.7233398437499997,Gaussian
186,84.csv,Variance,0.7507812499999997,Gaussian
187,84.csv,ERM k=10,0.7425781249999998,Gaussian
188,84.csv,ES q=0.01,0.7571289062499998,Gaussian
189,84.csv,ES q=0.05,0.7595703124999997,Gaussian
190,84.csv,VaR q=0.01,0.7773437499999998,Gaussian
191,84.csv,VaR q=0.05,0.7472656249999997,Gaussian
192,92.csv,Variance,0.7403320312499999,Gaussian
193,92.csv,ERM k=10,0.7454101562499998,Gaussian
194,92.csv,ES q=0.01,0.7594726562499997,Gaussian
195,92.csv,ES q=0.05,0.7610351562499997,Gaussian
196,92.csv,VaR q=0.01,0.7785156249999997,Gaussian
197,92.csv,VaR q=0.05,0.7483398437499997,Gaussian
198,86.csv,Variance,0.7612304687499997,Gaussian
199,86.csv,ERM k=10,0.7535156249999998,Gaussian
200,86.csv,ES q=0.01,0.7681640624999999,Gaussian
201,86.csv,ES q=0.05,0.7694335937499998,Gaussian
202,86.csv,VaR q=0.01,0.79326171875,Gaussian
203,86.csv,VaR q=0.05,0.7624023437499997,Gaussian
204,51.csv,Variance,0.7830078124999997,Gaussian
205,51.csv,ERM k=10,0.7772460937499998,Gaussian
206,51.csv,ES q=0.01,0.8168945312499999,Gaussian
207,51.csv,ES q=0.05,0.7971679687499997,Gaussian
208,51.csv,VaR q=0.01,0.7882812499999998,Gaussian
209,51.csv,VaR q=0.05,0.7378906249999998,Gaussian
210,3.csv,Variance,0.9161132812499999,Gaussian
211,3.csv,ERM k=10,0.9123046874999998,Gaussian
212,3.csv,ES q=0.01,1.0691406250000002,Gaussian
213,3.csv,ES q=0.05,0.968359375,Gaussian
214,3.csv,VaR q=0.01,0.9782226562499999,Gaussian
215,3.csv,VaR q=0.05,0.8720703124999999,Gaussian
216,45.csv,Variance,0.7613281249999997,Gaussian
217,45.csv,ERM k=10,0.7643554687499997,Gaussian
218,45.csv,ES q=0.01,0.7854492187499998,Gaussian
219,45.csv,ES q=0.05,0.7811523437499998,Gaussian
220,45.csv,VaR q=0.01,0.787109375,Gaussian
221,45.csv,VaR q=0.05,0.7123046874999996,Gaussian
222,79.csv,Variance,0.7250976562499998,Gaussian
223,79.csv,ERM k=10,0.7216796874999998,Gaussian
224,79.csv,ES q=0.01,0.7381835937499998,Gaussian
225,79.csv,ES q=0.05,0.7368164062499999,Gaussian
226,79.csv,VaR q=0.01,0.7651367187499998,Gaussian
227,79.csv,VaR q=0.05,0.7156249999999997,Gaussian
228,78.csv,Variance,0.7440429687499998,Gaussian
229,78.csv,ERM k=10,0.7474609374999996,Gaussian
230,78.csv,ES q=0.01,0.7667968749999998,Gaussian
231,78.csv,ES q=0.05,0.7623046874999997,Gaussian
232,78.csv,VaR q=0.01,0.79033203125,Gaussian
233,78.csv,VaR q=0.05,0.7321289062499997,Gaussian
234,44.csv,Variance,0.7660156249999998,Gaussian
235,44.csv,ERM k=10,0.7801757812499998,Gaussian
236,44.csv,ES q=0.01,0.7930664062499998,Gaussian
237,44.csv,ES q=0.05,0.7952148437499998,Gaussian
238,44.csv,VaR q=0.01,0.7968749999999998,Gaussian
239,44.csv,VaR q=0.05,0.7974609374999997,Gaussian
240,50.csv,Variance,0.7595703124999997,Gaussian
241,50.csv,ERM k=10,0.7557617187499998,Gaussian
242,50.csv,ES q=0.01,0.7834960937499998,Gaussian
243,50.csv,ES q=0.05,0.7777343749999998,Gaussian
244,50.csv,VaR q=0.01,0.7797851562499998,Gaussian
245,50.csv,VaR q=0.05,0.6994140624999998,Gaussian
246,2.csv,Variance,0.9101562499999998,Gaussian
247,2.csv,ERM k=10,0.9000976562499999,Gaussian
248,2.csv,ES q=0.01,1.07666015625,Gaussian
249,2.csv,ES q=0.05,0.9644531249999999,Gaussian
250,2.csv,VaR q=0.01,0.96845703125,Gaussian
251,2.csv,VaR q=0.05,0.8496093749999999,Gaussian
252,87.csv,Variance,0.7539062499999998,Gaussian
253,87.csv,ERM k=10,0.7503906249999998,Gaussian
254,87.csv,ES q=0.01,0.7620117187499997,Gaussian
255,87.csv,ES q=0.05,0.7665039062499998,Gaussian
256,87.csv,VaR q=0.01,0.7765624999999998,Gaussian
257,87.csv,VaR q=0.05,0.7578124999999998,Gaussian
258,93.csv,Variance,0.7329101562499998,Gaussian
259,93.csv,ERM k=10,0.7329101562499998,Gaussian
260,93.csv,ES q=0.01,0.7439453124999997,Gaussian
261,93.csv,ES q=0.05,0.7478515624999997,Gaussian
262,93.csv,VaR q=0.01,0.7685546874999998,Gaussian
263,93.csv,VaR q=0.05,0.7425781249999998,Gaussian
264,37.csv,Variance,0.7504882812499998,Gaussian
265,37.csv,ERM k=10,0.7704101562499999,Gaussian
266,37.csv,ES q=0.01,0.8419921874999998,Gaussian
267,37.csv,ES q=0.05,0.7929687499999998,Gaussian
268,37.csv,VaR q=0.01,0.8199218749999999,Gaussian
269,37.csv,VaR q=0.05,0.6906249999999998,Gaussian
270,23.csv,Variance,0.7472656249999997,Gaussian
271,23.csv,ERM k=10,0.7759765624999999,Gaussian
272,23.csv,ES q=0.01,0.8770507812499999,Gaussian
273,23.csv,ES q=0.05,0.8108398437499997,Gaussian
274,23.csv,VaR q=0.01,0.7359374999999998,Gaussian
275,23.csv,VaR q=0.05,0.7537109374999997,Gaussian
276,22.csv,Variance,0.8069335937499998,Gaussian
277,22.csv,ERM k=10,0.7917968749999998,Gaussian
278,22.csv,ES q=0.01,0.9191406249999999,Gaussian
279,22.csv,ES q=0.05,0.8262695312499999,Gaussian
280,22.csv,VaR q=0.01,0.7815429687499998,Gaussian
281,22.csv,VaR q=0.05,0.7346679687499997,Gaussian
282,36.csv,Variance,0.7330078124999997,Gaussian
283,36.csv,ERM k=10,0.7517578124999997,Gaussian
284,36.csv,ES q=0.01,0.8219726562499999,Gaussian
285,36.csv,ES q=0.05,0.7805664062499998,Gaussian
286,36.csv,VaR q=0.01,0.7888671875,Gaussian
287,36.csv,VaR q=0.05,0.6752929687499997,Gaussian
288,20.csv,Variance,0.7865234374999999,Gaussian
289,20.csv,ERM k=10,0.7684570312499999,Gaussian
290,20.csv,ES q=0.01,0.8497070312499999,Gaussian
291,20.csv,ES q=0.05,0.7999023437499998,Gaussian
292,20.csv,VaR q=0.01,0.7681640624999999,Gaussian
293,20.csv,VaR q=0.05,0.7122070312499997,Gaussian
294,34.csv,Variance,0.7061523437499997,Gaussian
295,34.csv,ERM k=10,0.7144531249999997,Gaussian
296,34.csv,ES q=0.01,0.8287109374999997,Gaussian
297,34.csv,ES q=0.05,0.7452148437499998,Gaussian
298,34.csv,VaR q=0.01,0.7203124999999998,Gaussian
299,34.csv,VaR q=0.05,0.6367187499999998,Gaussian
300,35.csv,Variance,0.7041992187499997,Gaussian
301,35.csv,ERM k=10,0.7687499999999998,Gaussian
302,35.csv,ES q=0.01,0.8769531249999999,Gaussian
303,35.csv,ES q=0.05,0.8006835937499998,Gaussian
304,35.csv,VaR q=0.01,0.8183593749999998,Gaussian
305,35.csv,VaR q=0.05,0.6795898437499995,Gaussian
306,21.csv,Variance,0.7757812499999999,Gaussian
307,21.csv,ERM k=10,0.7686523437499998,Gaussian
308,21.csv,ES q=0.01,0.8296874999999998,Gaussian
309,21.csv,ES q=0.05,0.8004882812499998,Gaussian
310,21.csv,VaR q=0.01,0.7599609374999996,Gaussian
311,21.csv,VaR q=0.05,0.7263671874999997,Gaussian
312,25.csv,Variance,0.7583984374999997,Gaussian
313,25.csv,ERM k=10,0.7573242187499998,Gaussian
314,25.csv,ES q=0.01,0.8947265625,Gaussian
315,25.csv,ES q=0.05,0.7926757812499998,Gaussian
316,25.csv,VaR q=0.01,0.7828124999999998,Gaussian
317,25.csv,VaR q=0.05,0.6742187499999996,Gaussian
318,31.csv,Variance,0.7365234374999998,Gaussian
319,31.csv,ERM k=10,0.7399414062499999,Gaussian
320,31.csv,ES q=0.01,0.8634765624999998,Gaussian
321,31.csv,ES q=0.05,0.7620117187499997,Gaussian
322,31.csv,VaR q=0.01,0.7624999999999997,Gaussian
323,31.csv,VaR q=0.05,0.6603515624999996,Gaussian
324,19.csv,Variance,0.8217773437499999,Gaussian
325,19.csv,ERM k=10,0.7853515624999998,Gaussian
326,19.csv,ES q=0.01,0.9051757812499999,Gaussian
