"Variance","VaR 99%","VaR 95%","ES 99%","ES 95%","Spectral 10"
"2021-05-20",0.46704672757690247,0.3512277215860543,0.3500301649528814,0.21006566111906266,0.24363354502738555,0.278364394894532
"2021-05-13",0.49580834442560384,0.3583300950225471,0.33864382379505975,0.2936311507032411,0.2984014576124493,0.2824757589276321
"2021-05-06",0.4761390568759942,0.3551552157980018,0.3475858434332971,0.28643765966714096,0.28592352809702637,0.2648961407985839
"2021-04-29",0.4942631589395625,0.36330763904674346,0.34433663875466636,0.2959124485887379,0.29394351713126954,0.28452931509453705
"2021-04-22",0.4872857576579799,0.3659286445182104,0.33609733038937606,0.2874851958340817,0.28415154275660537,0.28047954114446316
"2021-04-15",0.4783704220146393,0.3623111816906286,0.2826796424307838,0.29489518043099305,0.2840681016796367,0.27224872216278817
"2021-04-08",0.4776544790751105,0.36231117914751176,0.2847409810482009,0.29537056977633325,0.2849428798029854,0.264247683151856
"2021-04-01",0.47781134561309235,0.35339257463964646,0.25375308327891266,0.27913301694859927,0.2768495603984291,0.28991418480307996
"2021-03-25",0.4648283334591322,0.35484222323451164,0.28642175310942863,0.2787369237628322,0.27495352039684984,0.26211271757040355
"2021-03-18",0.45820591639758224,0.3488925075640511,0.27975771384549974,0.276031998942317,0.26873484615001864,0.26182967891231046
"2021-03-11",0.46585115978685643,0.35919283813743197,0.27421393421918927,0.2830805406433041,0.2724944324130264,0.24839128831339874
"2021-03-04",0.46221549416178864,0.35073320501638083,0.28080139580485475,0.27916493323884095,0.2712242034072406,0.24652175917376817
"2021-02-25",0.4546783118669314,0.3571303080225606,0.27494300597692245,0.28043193139755396,0.26407958034406276,0.24443659982563015
"2021-02-18",0.43983244323000836,0.35009322519491637,0.27178693594722503,0.2910823105149367,0.24253228436826668,0.25748777453178584
"2021-02-10",0.46387333544003684,0.37207973682061624,0.30364377851762336,0.31159861000964195,0.26291085907189593,0.25781886456134173
"2021-02-03",0.4833674759764326,0.3764946899988406,0.3100910763471664,0.31117792982454173,0.2733424759714185,0.29141102771444327
"2021-01-27",0.501752366480443,0.39587554228848465,0.3282863071495322,0.33112058268481437,0.2877989681320575,0.29295922818353204
"2021-01-20",0.4816610993063324,0.3835371908291586,0.3188565378309992,0.32490120783064913,0.28266346334369874,0.27653184505346473
"2021-01-12",0.48782125188518555,0.38552076594872253,0.29290052306559344,0.30847924784731706,0.2730456372529473,0.3011111610403313
"2021-01-05",0.48987586472085864,0.3863738932208456,0.31359612961430106,0.31717926616792813,0.2802678574035079,0.2996154162318526
"2020-12-28",0.48365824272444813,0.3742311068627526,0.3176897807663155,0.3084558054069929,0.27064267840274947,0.2968410355450669
"2020-12-18",0.480458368734642,0.39178133904854273,0.3217099312437878,0.32216922864334485,0.28762226365722543,0.26396249763155744
"2020-12-11",0.48234344791252637,0.39362095803136654,0.3280949752646337,0.32487944548373004,0.29241821746411834,0.26103227402568063
