,file,risk measure,OHR,copula
0,0.csv,ERM k=10,0.9376953124999998,Gaussian
1,0.csv,ERM k=10,0.8978515624999999,t_Copula
2,0.csv,ERM k=10,0.8978515624999999,t_Copula_Capped
3,0.csv,ERM k=10,0.7620117187499997,Clayton
4,0.csv,ERM k=10,0.95048828125,Frank
5,0.csv,ERM k=10,0.970703125,Gumbel
6,0.csv,ERM k=10,0.885546875,Plackett
7,0.csv,ERM k=10,0.8628906249999998,Gauss Mix Indep
8,0.csv,ERM k=10,0.8435546875,rotGumbel
9,0.csv,ERM k=10,0.8943687701975297,NIG
10,0.csv,ES q=0.01,1.2186523437500003,Gaussian
11,0.csv,ES q=0.01,1.1846679687500004,t_Copula
12,0.csv,ES q=0.01,1.1846679687500004,t_Copula_Capped
13,0.csv,ES q=0.01,0.7698242187499998,Clayton
14,0.csv,ES q=0.01,1.1041992187500005,Frank
15,0.csv,ES q=0.01,1.3761718750000007,Gumbel
16,0.csv,ES q=0.01,1.0110351562499995,Plackett
17,0.csv,ES q=0.01,0.8464843749999998,Gauss Mix Indep
18,0.csv,ES q=0.01,0.9626953125,rotGumbel
19,0.csv,ES q=0.01,0.8887144356793226,NIG
20,0.csv,ES q=0.05,1.01171875,Gaussian
21,0.csv,ES q=0.05,0.947265625,t_Copula
22,0.csv,ES q=0.05,0.947265625,t_Copula_Capped
23,0.csv,ES q=0.05,0.7490234374999998,Clayton
24,0.csv,ES q=0.05,0.9603515625,Frank
25,0.csv,ES q=0.05,1.09423828125,Gumbel
26,0.csv,ES q=0.05,0.8819335937499998,Plackett
27,0.csv,ES q=0.05,0.8379882812499999,Gauss Mix Indep
28,0.csv,ES q=0.05,0.85244140625,rotGumbel
29,0.csv,ES q=0.05,0.7734881119183661,NIG
30,0.csv,VaR q=0.01,0.9884765625,Gaussian
31,0.csv,VaR q=0.01,0.87978515625,t_Copula
32,0.csv,VaR q=0.01,0.87978515625,t_Copula_Capped
33,0.csv,VaR q=0.01,0.7107421874999997,Clayton
34,0.csv,VaR q=0.01,0.9234374999999998,Frank
35,0.csv,VaR q=0.01,1.0990234375,Gumbel
36,0.csv,VaR q=0.01,0.7945312499999999,Plackett
37,0.csv,VaR q=0.01,0.6306640624999997,Gauss Mix Indep
38,0.csv,VaR q=0.01,0.7813476562499998,rotGumbel
39,0.csv,VaR q=0.01,0.5898202680375271,NIG
40,0.csv,VaR q=0.05,0.90615234375,Gaussian
41,0.csv,VaR q=0.05,0.8847656249999999,t_Copula
42,0.csv,VaR q=0.05,0.8847656249999999,t_Copula_Capped
43,0.csv,VaR q=0.05,0.7562499999999998,Clayton
44,0.csv,VaR q=0.05,0.92529296875,Frank
45,0.csv,VaR q=0.05,0.9875,Gumbel
46,0.csv,VaR q=0.05,0.8785156249999998,Plackett
47,0.csv,VaR q=0.05,0.94375,Gauss Mix Indep
48,0.csv,VaR q=0.05,0.8376953125,rotGumbel
49,0.csv,VaR q=0.05,0.7767036017734464,NIG
50,0.csv,Variance,0.9794921875,Gaussian
51,0.csv,Variance,0.9416992187499998,t_Copula
52,0.csv,Variance,0.9416992187499998,t_Copula_Capped
53,0.csv,Variance,0.90205078125,Clayton
54,0.csv,Variance,1.0144531250000002,Frank
55,0.csv,Variance,0.92470703125,Gumbel
56,0.csv,Variance,0.94873046875,Plackett
57,0.csv,Variance,0.8989257812499999,Gauss Mix Indep
58,0.csv,Variance,0.95595703125,rotGumbel
59,0.csv,Variance,0.8801796858538715,NIG
60,1.csv,ERM k=10,0.954296875,Gaussian
61,1.csv,ERM k=10,0.9212890625,t_Copula
62,1.csv,ERM k=10,0.9212890625,t_Copula_Capped
63,1.csv,ERM k=10,0.7889648437499999,Clayton
64,1.csv,ERM k=10,0.9671875,Frank
65,1.csv,ERM k=10,0.99365234375,Gumbel
66,1.csv,ERM k=10,0.90263671875,Plackett
67,1.csv,ERM k=10,0.8883789062499999,Gauss Mix Indep
68,1.csv,ERM k=10,0.8644531249999998,rotGumbel
69,1.csv,ERM k=10,0.8204484985748652,NIG
70,1.csv,ES q=0.01,1.1840820312500004,Gaussian
71,1.csv,ES q=0.01,1.08349609375,t_Copula
72,1.csv,ES q=0.01,1.08349609375,t_Copula_Capped
73,1.csv,ES q=0.01,0.8065429687499998,Clayton
74,1.csv,ES q=0.01,1.1535156250000005,Frank
75,1.csv,ES q=0.01,1.3726562500000008,Gumbel
76,1.csv,ES q=0.01,1.0462890625,Plackett
77,1.csv,ES q=0.01,0.7902343749999999,Gauss Mix Indep
78,1.csv,ES q=0.01,0.8698242187499999,rotGumbel
79,1.csv,ES q=0.01,0.7418567987470965,NIG
80,1.csv,ES q=0.05,1.0216796874999998,Gaussian
81,1.csv,ES q=0.05,0.96953125,t_Copula
82,1.csv,ES q=0.05,0.96953125,t_Copula_Capped
83,1.csv,ES q=0.05,0.7780273437499997,Clayton
84,1.csv,ES q=0.05,0.98125,Frank
85,1.csv,ES q=0.05,1.1251953125,Gumbel
86,1.csv,ES q=0.05,0.90869140625,Plackett
87,1.csv,ES q=0.05,0.90419921875,Gauss Mix Indep
88,1.csv,ES q=0.05,0.88408203125,rotGumbel
89,1.csv,ES q=0.05,0.8910219328111433,NIG
90,1.csv,VaR q=0.01,1.01279296875,Gaussian
91,1.csv,VaR q=0.01,0.9401367187499998,t_Copula
92,1.csv,VaR q=0.01,0.9401367187499998,t_Copula_Capped
93,1.csv,VaR q=0.01,0.7145507812499997,Clayton
94,1.csv,VaR q=0.01,1.0078125,Frank
95,1.csv,VaR q=0.01,1.2107421875000008,Gumbel
96,1.csv,VaR q=0.01,0.8745117187499999,Plackett
97,1.csv,VaR q=0.01,0.8109374999999996,Gauss Mix Indep
98,1.csv,VaR q=0.01,0.8639648437499998,rotGumbel
