,file_name,risk_measure,OHR,copula
0,10.csv,Variance,0.9076171874999999,Gaussian
1,10.csv,ERM k=10,0.8661132812499999,Gaussian
2,10.csv,ES q=0.01,0.9802734375,Gaussian
3,10.csv,ES q=0.05,0.8822265624999999,Gaussian
4,10.csv,VaR q=0.01,0.8595703124999996,Gaussian
5,10.csv,VaR q=0.05,0.8257812499999999,Gaussian
6,8.csv,Variance,0.9203125,Gaussian
7,8.csv,ERM k=10,0.8823242187499999,Gaussian
8,8.csv,ES q=0.01,1.0025390625000001,Gaussian
9,8.csv,ES q=0.05,0.9044921874999998,Gaussian
10,8.csv,VaR q=0.01,0.9342773437499999,Gaussian
11,8.csv,VaR q=0.05,0.8513671874999998,Gaussian
12,11.csv,Variance,0.9241210937499998,Gaussian
13,11.csv,ERM k=10,0.8659179687499998,Gaussian
14,11.csv,ES q=0.01,1.0104492187499998,Gaussian
15,11.csv,ES q=0.05,0.8858398437499999,Gaussian
16,11.csv,VaR q=0.01,0.89453125,Gaussian
17,11.csv,VaR q=0.05,0.8248046874999999,Gaussian
18,9.csv,Variance,0.93828125,Gaussian
19,9.csv,ERM k=10,0.8986328124999998,Gaussian
20,9.csv,ES q=0.01,1.0109374999999998,Gaussian
21,9.csv,ES q=0.05,0.9166992187499999,Gaussian
22,9.csv,VaR q=0.01,0.8998046874999999,Gaussian
23,9.csv,VaR q=0.05,0.8550781249999998,Gaussian
24,7.csv,Variance,0.9105468749999999,Gaussian
25,7.csv,ERM k=10,0.8651367187499999,Gaussian
26,7.csv,ES q=0.01,1.00966796875,Gaussian
27,7.csv,ES q=0.05,0.8920898437499999,Gaussian
28,7.csv,VaR q=0.01,0.8953125,Gaussian
29,7.csv,VaR q=0.05,0.8120117187499998,Gaussian
30,5.csv,Variance,0.9098632812499998,Gaussian
31,5.csv,ERM k=10,0.8750976562499999,Gaussian
32,5.csv,ES q=0.01,1.0294921875,Gaussian
33,5.csv,ES q=0.05,0.9017578124999999,Gaussian
34,5.csv,VaR q=0.01,0.893359375,Gaussian
35,5.csv,VaR q=0.05,0.8206054687499998,Gaussian
36,1.csv,Variance,0.97705078125,Gaussian
37,1.csv,ERM k=10,0.91845703125,Gaussian
38,1.csv,ES q=0.01,1.2075195312500004,Gaussian
39,1.csv,ES q=0.05,0.9483398437499999,Gaussian
40,1.csv,VaR q=0.01,0.930078125,Gaussian
