,file,risk measure,OHR,copula
0,97.csv,Variance,1.1658203125000006,Gaussian
1,97.csv,ERM k=10,1.05419921875,Gaussian
2,97.csv,ES q=0.01,1.0652343750000002,Gaussian
3,97.csv,ES q=0.05,1.0752929687500004,Gaussian
4,97.csv,VaR q=0.01,1.0812500000000003,Gaussian
5,97.csv,VaR q=0.05,1.0443359375,Gaussian
6,83.csv,Variance,0.8961914062499999,Gaussian
7,83.csv,ERM k=10,0.8600585937499997,Gaussian
8,83.csv,ES q=0.01,0.8847656249999999,Gaussian
9,83.csv,ES q=0.05,0.8881835937499999,Gaussian
10,83.csv,VaR q=0.01,0.9122070312499999,Gaussian
11,83.csv,VaR q=0.05,0.8757812499999997,Gaussian
12,68.csv,Variance,0.7485351562499998,Gaussian
13,68.csv,ERM k=10,0.7254882812499998,Gaussian
14,68.csv,ES q=0.01,0.7749023437499998,Gaussian
15,68.csv,ES q=0.05,0.7587890624999998,Gaussian
16,68.csv,VaR q=0.01,0.7810546874999997,Gaussian
17,68.csv,VaR q=0.05,0.7115234374999997,Gaussian
18,6.csv,Variance,0.9907226562500001,Gaussian
19,6.csv,ERM k=10,0.7838867187499998,Gaussian
20,6.csv,ES q=0.01,1.3842773437500009,Gaussian
21,6.csv,ES q=0.05,0.96689453125,Gaussian
22,6.csv,VaR q=0.01,1.0536132812499996,Gaussian
23,6.csv,VaR q=0.05,0.6907226562499998,Gaussian
24,54.csv,Variance,0.6733398437499997,Gaussian
25,54.csv,ERM k=10,0.6766601562499998,Gaussian
26,54.csv,ES q=0.01,0.8090820312499998,Gaussian
27,54.csv,ES q=0.05,0.7256835937499998,Gaussian
28,54.csv,VaR q=0.01,0.7746093749999998,Gaussian
29,54.csv,VaR q=0.05,0.6747070312499998,Gaussian
30,40.csv,Variance,0.6662109374999996,Gaussian
31,40.csv,ERM k=10,0.7088867187499996,Gaussian
32,40.csv,ES q=0.01,0.885546875,Gaussian
33,40.csv,ES q=0.05,0.7571289062499998,Gaussian
34,40.csv,VaR q=0.01,0.8173828124999998,Gaussian
35,40.csv,VaR q=0.05,0.6623046874999996,Gaussian
36,41.csv,Variance,0.6783203124999997,Gaussian
37,41.csv,ERM k=10,0.7238281249999997,Gaussian
38,41.csv,ES q=0.01,0.9150390625,Gaussian
39,41.csv,ES q=0.05,0.7761718749999998,Gaussian
40,41.csv,VaR q=0.01,0.8558593749999999,Gaussian
41,41.csv,VaR q=0.05,0.6703124999999996,Gaussian
42,7.csv,Variance,0.93876953125,Gaussian
43,7.csv,ERM k=10,0.7602539062499997,Gaussian
44,7.csv,ES q=0.01,1.3769531250000009,Gaussian
45,7.csv,ES q=0.05,0.9308593749999999,Gaussian
46,7.csv,VaR q=0.01,1.0392578125,Gaussian
47,7.csv,VaR q=0.05,0.6701171874999998,Gaussian
48,55.csv,Variance,0.6930664062499997,Gaussian
49,55.csv,ERM k=10,0.7066406249999997,Gaussian
50,55.csv,ES q=0.01,0.8362304687499998,Gaussian
51,55.csv,ES q=0.05,0.7549804687499997,Gaussian
52,55.csv,VaR q=0.01,0.7906249999999999,Gaussian
53,55.csv,VaR q=0.05,0.6856445312499996,Gaussian
54,69.csv,Variance,0.7633789062499997,Gaussian
55,69.csv,ERM k=10,0.7578124999999998,Gaussian
56,69.csv,ES q=0.01,0.8029296874999998,Gaussian
57,69.csv,ES q=0.05,0.7875976562499999,Gaussian
58,69.csv,VaR q=0.01,0.7984374999999998,Gaussian
59,69.csv,VaR q=0.05,0.7406249999999996,Gaussian
60,82.csv,Variance,0.9197265625,Gaussian
61,82.csv,ERM k=10,0.8778320312499999,Gaussian
62,82.csv,ES q=0.01,0.9005859374999998,Gaussian
63,82.csv,ES q=0.05,0.9054687499999998,Gaussian
64,82.csv,VaR q=0.01,0.9349609374999999,Gaussian
65,82.csv,VaR q=0.05,0.87197265625,Gaussian
66,96.csv,Variance,1.082421875,Gaussian
67,96.csv,ERM k=10,0.98525390625,Gaussian
68,96.csv,ES q=0.01,0.9549804687499999,Gaussian
69,96.csv,ES q=0.05,0.9994140625000001,Gaussian
70,96.csv,VaR q=0.01,1.0154296874999997,Gaussian
71,96.csv,VaR q=0.05,0.9873046875,Gaussian
72,80.csv,Variance,0.8676757812499999,Gaussian
73,80.csv,ERM k=10,0.8177734374999999,Gaussian
74,80.csv,ES q=0.01,0.8495117187499999,Gaussian
75,80.csv,ES q=0.05,0.85244140625,Gaussian
76,80.csv,VaR q=0.01,0.8748046875,Gaussian
77,80.csv,VaR q=0.05,0.8152343749999998,Gaussian
78,94.csv,Variance,1.004296875,Gaussian
79,94.csv,ERM k=10,0.9467773437499999,Gaussian
80,94.csv,ES q=0.01,0.95341796875,Gaussian
81,94.csv,ES q=0.05,0.96796875,Gaussian
82,94.csv,VaR q=0.01,0.97197265625,Gaussian
83,94.csv,VaR q=0.05,0.9435546874999998,Gaussian
