,file,risk measure,OHR,copula
0,97.csv,Variance,1.2013671875000005,Gaussian
1,97.csv,ERM k=10,1.1426757812500004,Gaussian
2,97.csv,ES q=0.01,1.1102539062499999,Gaussian
3,97.csv,ES q=0.05,1.1440429687500004,Gaussian
4,97.csv,VaR q=0.01,1.13466796875,Gaussian
5,97.csv,VaR q=0.05,1.1781250000000005,Gaussian
6,83.csv,Variance,1.0482421874999999,Gaussian
7,83.csv,ERM k=10,1.06103515625,Gaussian
8,83.csv,ES q=0.01,1.0849609375,Gaussian
9,83.csv,ES q=0.05,1.0832031250000003,Gaussian
10,83.csv,VaR q=0.01,1.090234375,Gaussian
11,83.csv,VaR q=0.05,1.0623046875,Gaussian
12,68.csv,Variance,0.975390625,Gaussian
13,68.csv,ERM k=10,0.9475585937499998,Gaussian
14,68.csv,ES q=0.01,0.9789062499999999,Gaussian
15,68.csv,ES q=0.05,0.96875,Gaussian
16,68.csv,VaR q=0.01,0.98125,Gaussian
17,68.csv,VaR q=0.05,0.9490234374999996,Gaussian
18,6.csv,Variance,1.0348632812499998,Gaussian
19,6.csv,ERM k=10,0.97568359375,Gaussian
20,6.csv,ES q=0.01,1.1672851562500006,Gaussian
21,6.csv,ES q=0.05,1.02978515625,Gaussian
22,6.csv,VaR q=0.01,1.01552734375,Gaussian
23,6.csv,VaR q=0.05,0.893359375,Gaussian
24,54.csv,Variance,0.9186523437499999,Gaussian
25,54.csv,ERM k=10,0.9352539062499999,Gaussian
26,54.csv,ES q=0.01,1.0416992187500003,Gaussian
27,54.csv,ES q=0.05,0.9751953124999999,Gaussian
28,54.csv,VaR q=0.01,0.9822265625,Gaussian
29,54.csv,VaR q=0.05,0.8662109374999998,Gaussian
30,40.csv,Variance,0.9538085937499999,Gaussian
31,40.csv,ERM k=10,1.00107421875,Gaussian
32,40.csv,ES q=0.01,1.1553710937500004,Gaussian
33,40.csv,ES q=0.05,1.0319335937499998,Gaussian
34,40.csv,VaR q=0.01,1.0436523437500003,Gaussian
35,40.csv,VaR q=0.05,0.9095703124999999,Gaussian
36,41.csv,Variance,0.9544921874999999,Gaussian
37,41.csv,ERM k=10,0.98818359375,Gaussian
38,41.csv,ES q=0.01,1.1523437500000004,Gaussian
39,41.csv,ES q=0.05,1.0286132812499997,Gaussian
40,41.csv,VaR q=0.01,1.0367187500000001,Gaussian
41,41.csv,VaR q=0.05,0.8804687499999999,Gaussian
42,7.csv,Variance,1.04287109375,Gaussian
43,7.csv,ERM k=10,0.96962890625,Gaussian
44,7.csv,ES q=0.01,1.1864257812500005,Gaussian
45,7.csv,ES q=0.05,1.03125,Gaussian
46,7.csv,VaR q=0.01,1.0187499999999998,Gaussian
47,7.csv,VaR q=0.05,0.8763671874999999,Gaussian
48,55.csv,Variance,0.92236328125,Gaussian
49,55.csv,ERM k=10,0.9321289062499999,Gaussian
50,55.csv,ES q=0.01,1.0456054687500003,Gaussian
51,55.csv,ES q=0.05,0.9738281249999999,Gaussian
52,55.csv,VaR q=0.01,0.9728515625,Gaussian
53,55.csv,VaR q=0.05,0.8766601562499998,Gaussian
54,69.csv,Variance,0.9562499999999999,Gaussian
55,69.csv,ERM k=10,0.9362304687499998,Gaussian
56,69.csv,ES q=0.01,0.96875,Gaussian
57,69.csv,ES q=0.05,0.9561523437499999,Gaussian
58,69.csv,VaR q=0.01,0.94658203125,Gaussian
59,69.csv,VaR q=0.05,0.9362304687499997,Gaussian
60,82.csv,Variance,1.0535156250000002,Gaussian
61,82.csv,ERM k=10,1.05458984375,Gaussian
62,82.csv,ES q=0.01,1.0651367187500003,Gaussian
63,82.csv,ES q=0.05,1.0674804687500004,Gaussian
64,82.csv,VaR q=0.01,1.05556640625,Gaussian
65,82.csv,VaR q=0.05,1.0587890624999998,Gaussian
66,96.csv,Variance,1.1795898437500005,Gaussian
67,96.csv,ERM k=10,1.1120117187500003,Gaussian
68,96.csv,ES q=0.01,1.0748046875000001,Gaussian
69,96.csv,ES q=0.05,1.1146484375,Gaussian
70,96.csv,VaR q=0.01,1.1156249999999999,Gaussian
71,96.csv,VaR q=0.05,1.13125,Gaussian
72,80.csv,Variance,1.0758789062500003,Gaussian
73,80.csv,ERM k=10,1.0759765625000002,Gaussian
74,80.csv,ES q=0.01,1.1041992187500003,Gaussian
75,80.csv,ES q=0.05,1.096875,Gaussian
76,80.csv,VaR q=0.01,1.087890625,Gaussian
